onset	duration	sample	value
1.4183333333	1.0000000000	851	fixation_cross
27.7433333333	1.0000000000	16646	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1
33.1700000000	1.0000000000	19902	Category:IMG=ID:FYLLADIO_2.tif=Type:Leaflet_Images_1
37.8850000000	1.0000000000	22731	Category:IMG=ID:FYLLADIO_3.tif=Type:Leaflet_Images_1
44.2333333333	1.0000000000	26540	Category:IMG=ID:FYLLADIO_4.tif=Type:Leaflet_Images_1
48.4300000000	1.0000000000	29058	Category:IMG=ID:FYLLADIO_5.tif=Type:Leaflet_Images_1
53.0083333333	1.0000000000	31805	Category:IMG=ID:FYLLADIO_6.tif=Type:Leaflet_Images_1
57.8733333333	1.0000000000	34724	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1
57.9983333333	1.0000000000	34799	EOE
57.9983333333	1.0000000000	34799	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1
30.1633333333	1.0000000000	18098	MouseButtonLeft pressed
30.1933333333	1.0000000000	18116	MouseButtonLeft released
31.2800000000	1.0000000000	18768	MouseButtonLeft pressed
31.3083333333	1.0000000000	18785	MouseButtonLeft released
32.3000000000	1.0000000000	19380	MouseButtonLeft pressed
32.3233333333	1.0000000000	19394	MouseButtonLeft released
34.1266666667	1.0000000000	20476	MouseButtonLeft pressed
34.1550000000	1.0000000000	20493	MouseButtonLeft released
36.2100000000	1.0000000000	21726	MouseButtonLeft pressed
36.2383333333	1.0000000000	21743	MouseButtonLeft released
36.4816666667	1.0000000000	21889	MouseButtonLeft pressed
36.5050000000	1.0000000000	21903	MouseButtonLeft released
39.3083333333	1.0000000000	23585	MouseButtonLeft pressed
39.3366666667	1.0000000000	23602	MouseButtonLeft released
39.5800000000	1.0000000000	23748	MouseButtonLeft pressed
39.6050000000	1.0000000000	23763	MouseButtonLeft released
42.8950000000	1.0000000000	25737	MouseButtonLeft pressed
42.9166666667	1.0000000000	25750	MouseButtonLeft released
43.7150000000	1.0000000000	26229	MouseButtonLeft pressed
43.7450000000	1.0000000000	26247	MouseButtonLeft released
46.1250000000	1.0000000000	27675	MouseButtonLeft pressed
46.1500000000	1.0000000000	27690	MouseButtonLeft released
46.7866666667	1.0000000000	28072	MouseButtonLeft pressed
46.8100000000	1.0000000000	28086	MouseButtonLeft released
51.5283333333	1.0000000000	30917	MouseButtonLeft pressed
51.5466666667	1.0000000000	30928	MouseButtonLeft released
52.0866666667	1.0000000000	31252	MouseButtonLeft pressed
52.1100000000	1.0000000000	31266	MouseButtonLeft released
54.5283333333	1.0000000000	32717	MouseButtonLeft pressed
54.5466666667	1.0000000000	32728	MouseButtonLeft released
